opportunity_id,account_id,account,seller_id,sales_agent,manager,regional_office,product_id,product,product_series,account_sector,account_country,deal_stage,engage_date,close_date,close_value,close_quarter,close_month,close_week_start,sales_cycle_days,purchase_type_observed
JLK580ND,A065,Stanredtax,S027,Niesha Huffines,Melvin Marxen,Central,P002,GTX Basic,GTX,finance,United States,Lost,2017-08-10,2017-09-16,0,2017-Q3,2017-09,2017-09-11,37,
JLK8KCNN,A080,Zathunicon,S002,Boris Faz,Rocco Neubert,East,P007,MG Special,MG,retail,United States,Won,2017-02-20,2017-05-24,42,2017-Q2,2017-05,2017-05-22,93,Repeat observed purchase
JLKLRCFZ,A070,The New York Inquirer,S030,Rosie Papadopoulos,Cara Losch,East,P004,GTX Plus Pro,GTX,medical,United States,Won,2017-10-06,2017-10-14,6228,2017-Q4,2017-10,2017-10-09,8,Repeat observed purchase
JLT2LLR3,A017,Donquadtech,S002,Boris Faz,Rocco Neubert,East,P006,MG Advanced,MG,technology,United States,Won,2017-04-04,2017-04-09,3259,2017-Q2,2017-04,2017-04-03,5,Repeat observed purchase
JLWKWQYC,A016,Doncon,S016,James Ascencio,Summer Sewald,West,P005,GTX Pro,GTX,technology,United States,Won,2016-12-04,2017-03-08,5673,2017-Q1,2017-03,2017-03-06,94,Repeat observed purchase
JLZCOLIE,,,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,,,Prospecting,,,,,,,,
JM5GDLEF,,,S007,Corliss Cosme,Cara Losch,East,P005,GTX Pro,GTX,,,Engaging,2017-05-20,,,,,,,
JMQRT3TC,A018,Dontechi,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,software,United States,Won,2017-09-09,2017-12-31,57,2017-Q4,2017-12,2017-12-25,113,Repeat observed purchase
JMTKEPXF,A083,Zotware,S010,Donn Cantrell,Rocco Neubert,East,P006,MG Advanced,MG,software,United States,Won,2017-07-06,2017-07-17,2996,2017-Q3,2017-07,2017-07-17,11,Repeat observed purchase
JMTO8BPQ,A035,Hottechi,S014,Gladys Colclough,Melvin Marxen,Central,P005,GTX Pro,GTX,technology,Korea,Lost,2017-03-23,2017-04-03,0,2017-Q2,2017-04,2017-04-03,11,
JN1ZFD18,A015,Domzoom,S020,Lajuana Vencill,Dustin Brinkmann,Central,P007,MG Special,MG,entertainment,United States,Won,2017-01-20,2017-03-06,56,2017-Q1,2017-03,2017-03-06,45,Repeat observed purchase
JND57DH5,A039,Iselectrics,S002,Boris Faz,Rocco Neubert,East,P007,MG Special,MG,technology,United States,Won,2017-07-25,2017-08-01,48,2017-Q3,2017-08,2017-07-31,7,Repeat observed purchase
JNDSA5B4,A072,Treequote,S001,Anna Snelling,Dustin Brinkmann,Central,P002,GTX Basic,GTX,telecommunications,United States,Lost,2017-07-21,2017-11-06,0,2017-Q4,2017-11,2017-11-06,108,
JNEQWZQK,,,S034,Wilburn Farren,Cara Losch,East,P002,GTX Basic,GTX,,,Engaging,2017-04-25,,,,,,,
JNIMHE7Y,A075,Warephase,S001,Anna Snelling,Dustin Brinkmann,Central,P007,MG Special,MG,services,United States,Won,2017-06-07,2017-08-20,61,2017-Q3,2017-08,2017-08-14,74,Repeat observed purchase
JNKDEAG9,A012,Condax,S014,Gladys Colclough,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,medical,United States,Lost,2017-04-13,2017-04-19,0,2017-Q2,2017-04,2017-04-17,6,
JNYA5ZHI,A011,Codehow,S025,Moses Frase,Dustin Brinkmann,Central,P007,MG Special,MG,software,United States,Lost,2017-08-15,2017-11-10,0,2017-Q4,2017-11,2017-11-06,87,
JNYS6BIJ,A045,Labdrill,S016,James Ascencio,Summer Sewald,West,P004,GTX Plus Pro,GTX,medical,United States,Lost,2017-04-04,2017-04-11,0,2017-Q2,2017-04,2017-04-10,7,
JO4MF90Q,A042,Kinnamplus,S005,Cassey Cress,Rocco Neubert,East,P002,GTX Basic,GTX,retail,United States,Lost,2017-04-06,2017-04-15,0,2017-Q2,2017-04,2017-04-10,9,
JO52QXJ0,A061,Scottech,S031,Versie Hillebrand,Dustin Brinkmann,Central,P003,GTX Plus Basic,GTX,marketing,United States,Won,2017-02-14,2017-06-18,1199,2017-Q2,2017-06,2017-06-12,124,Repeat observed purchase
JOKH5C6I,A069,Sunnamplex,S019,Kary Hendrixson,Summer Sewald,West,P005,GTX Pro,GTX,marketing,Poland,Won,2017-09-12,2017-11-21,4999,2017-Q4,2017-11,2017-11-20,70,Repeat observed purchase
JOLNKYNH,,,S025,Moses Frase,Dustin Brinkmann,Central,P006,MG Advanced,MG,,,Engaging,2017-07-22,,,,,,,
JOLRMB6X,A002,Betasoloin,S030,Rosie Papadopoulos,Cara Losch,East,P003,GTX Plus Basic,GTX,medical,United States,Won,2017-04-20,2017-06-24,1036,2017-Q2,2017-06,2017-06-19,65,Repeat observed purchase
JOQCXC9Z,A067,Streethex,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,retail,Belgium,Won,2017-01-01,2017-03-16,565,2017-Q1,2017-03,2017-03-13,74,First observed purchase
JOQQZ5RH,A015,Domzoom,S022,Marty Freudenburg,Melvin Marxen,Central,P002,GTX Basic,GTX,entertainment,United States,Won,2017-02-16,2017-03-01,608,2017-Q1,2017-03,2017-02-27,13,First observed purchase
JORFI81C,A043,Konex,S033,Violet Mclelland,Cara Losch,East,P007,MG Special,MG,technology,United States,Won,2017-04-17,2017-04-25,56,2017-Q2,2017-04,2017-04-24,8,Repeat observed purchase
JP2EY6QU,A028,Globex Corporation,S017,Jonathan Berthelot,Melvin Marxen,Central,P005,GTX Pro,GTX,technology,Norway,Won,2017-05-27,2017-09-02,4929,2017-Q3,2017-09,2017-08-28,98,Repeat observed purchase
JP3IMU5X,A038,Isdom,S014,Gladys Colclough,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,medical,United States,Won,2017-03-09,2017-05-16,4853,2017-Q2,2017-05,2017-05-15,68,Repeat observed purchase
JP4H1WG4,A063,Singletechno,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,retail,United States,Lost,2017-06-05,2017-09-03,0,2017-Q3,2017-09,2017-08-28,90,
JP72AC6I,A070,The New York Inquirer,S007,Corliss Cosme,Cara Losch,East,P006,MG Advanced,MG,medical,United States,Won,2017-06-11,2017-09-16,3777,2017-Q3,2017-09,2017-09-11,97,Repeat observed purchase
JPBLNA5V,A061,Scottech,S022,Marty Freudenburg,Melvin Marxen,Central,P005,GTX Pro,GTX,marketing,United States,Lost,2017-10-19,2017-10-29,0,2017-Q4,2017-10,2017-10-23,10,
JPH5WS60,A036,Initech,S002,Boris Faz,Rocco Neubert,East,P002,GTX Basic,GTX,telecommunications,United States,Lost,2017-04-10,2017-04-11,0,2017-Q2,2017-04,2017-04-10,1,
JPJ3A9T8,A018,Dontechi,S006,Cecily Lampkin,Dustin Brinkmann,Central,P002,GTX Basic,GTX,software,United States,Won,2017-03-30,2017-05-19,541,2017-Q2,2017-05,2017-05-15,50,Repeat observed purchase
JPPLGVUS,A047,Massive Dynamic,S033,Violet Mclelland,Cara Losch,East,P006,MG Advanced,MG,entertainment,United States,Won,2017-10-02,2017-12-31,3629,2017-Q4,2017-12,2017-12-25,90,Repeat observed purchase
JQ338VQC,A006,Blackzim,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,retail,United States,Prospecting,,,,,,,,
JQ3HJFNA,A036,Initech,S013,Garret Kinder,Cara Losch,East,P003,GTX Plus Basic,GTX,telecommunications,United States,Won,2017-03-25,2017-03-28,1026,2017-Q1,2017-03,2017-03-27,3,Repeat observed purchase
JQ5AOYQ8,,,S009,Darcel Schlecht,Melvin Marxen,Central,P006,MG Advanced,MG,,,Engaging,2017-07-27,,,,,,,
JQ8V4I1K,A004,Bioholding,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,medical,Philipines,Won,2017-04-13,2017-04-22,56,2017-Q2,2017-04,2017-04-17,9,Repeat observed purchase
JQA8H6M5,,,S018,Kami Bicknell,Summer Sewald,West,P004,GTX Plus Pro,GTX,,,Engaging,2017-02-15,,,,,,,
JQBJMETQ,A015,Domzoom,S009,Darcel Schlecht,Melvin Marxen,Central,P007,MG Special,MG,entertainment,United States,Won,2016-11-25,2017-03-27,49,2017-Q1,2017-03,2017-03-27,122,Repeat observed purchase
JQBN7PXK,A077,Xx-zobam,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,entertainment,United States,Prospecting,,,,,,,,
JQK0EF45,A067,Streethex,S001,Anna Snelling,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,retail,Belgium,Won,2017-10-07,2017-10-13,5349,2017-Q4,2017-10,2017-10-09,6,Repeat observed purchase
JQNSK78U,A012,Condax,S025,Moses Frase,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,medical,United States,Lost,2017-05-01,2017-05-10,0,2017-Q2,2017-05,2017-05-08,9,
JQVW0KJV,A027,Genco Pura Olive Oil Company,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,retail,Italy,Lost,2017-09-24,2017-11-09,0,2017-Q4,2017-11,2017-11-06,46,
JR4WED6G,A059,Rundofase,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,technology,United States,Won,2017-04-22,2017-05-24,4939,2017-Q2,2017-05,2017-05-22,32,Repeat observed purchase
JR76K5YA,A069,Sunnamplex,S021,Markita Hansen,Celia Rouche,West,P002,GTX Basic,GTX,marketing,Poland,Won,2017-07-11,2017-08-23,494,2017-Q3,2017-08,2017-08-21,43,Repeat observed purchase
JR7SC0S2,A026,Gekko & Co,S005,Cassey Cress,Rocco Neubert,East,P006,MG Advanced,MG,retail,United States,Won,2017-04-18,2017-08-04,3808,2017-Q3,2017-08,2017-07-31,108,Repeat observed purchase
JRAAPD3L,A075,Warephase,S020,Lajuana Vencill,Dustin Brinkmann,Central,P006,MG Advanced,MG,services,United States,Won,2017-05-25,2017-09-16,3727,2017-Q3,2017-09,2017-09-11,114,Repeat observed purchase
JRC2PMKX,A011,Codehow,S020,Lajuana Vencill,Dustin Brinkmann,Central,P003,GTX Plus Basic,GTX,software,United States,Won,2017-03-05,2017-05-16,1060,2017-Q2,2017-05,2017-05-15,72,Repeat observed purchase
JRCD2VQY,A020,Fasehatice,S018,Kami Bicknell,Summer Sewald,West,P006,MG Advanced,MG,retail,United States,Won,2017-11-01,2017-11-06,3064,2017-Q4,2017-11,2017-11-06,5,Repeat observed purchase
JREGYB42,A049,Nam-zim,S023,Maureen Marcano,Summer Sewald,West,P003,GTX Plus Basic,GTX,services,Brazil,Won,2017-03-02,2017-05-06,1102,2017-Q2,2017-05,2017-05-01,65,Repeat observed purchase
JRJ7DBW5,A055,Plussunin,S008,Daniell Hammack,Rocco Neubert,East,P006,MG Advanced,MG,retail,United States,Lost,2017-01-17,2017-03-19,0,2017-Q1,2017-03,2017-03-13,61,
JRSU8ALH,A058,Ron-tech,S001,Anna Snelling,Dustin Brinkmann,Central,P002,GTX Basic,GTX,medical,United States,Lost,2017-12-10,2017-12-19,0,2017-Q4,2017-12,2017-12-18,9,
JRWBU9BS,A048,Mathtouch,S008,Daniell Hammack,Rocco Neubert,East,P005,GTX Pro,GTX,marketing,Jordan,Won,2017-06-18,2017-06-26,3720,2017-Q2,2017-06,2017-06-26,8,Repeat observed purchase
JS5N8USN,,,S007,Corliss Cosme,Cara Losch,East,P003,GTX Plus Basic,GTX,,,Engaging,2017-06-14,,,,,,,
JS9SCCJ3,A029,Gogozoom,S009,Darcel Schlecht,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,telecommunications,United States,Lost,2017-04-14,2017-04-15,0,2017-Q2,2017-04,2017-04-10,1,
JSD4APT2,A004,Bioholding,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,medical,Philipines,Won,2016-11-10,2017-03-12,61,2017-Q1,2017-03,2017-03-06,122,Repeat observed purchase
JSDGELLK,A011,Codehow,S001,Anna Snelling,Dustin Brinkmann,Central,P002,GTX Basic,GTX,software,United States,Won,2017-03-04,2017-06-13,522,2017-Q2,2017-06,2017-06-12,101,Repeat observed purchase
JSLSL3SU,A069,Sunnamplex,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,marketing,Poland,Won,2017-10-20,2017-12-16,565,2017-Q4,2017-12,2017-12-11,57,Repeat observed purchase
JSNPH01N,A064,Sonron,S011,Elease Gluck,Celia Rouche,West,P007,MG Special,MG,telecommunications,United States,Won,2017-05-31,2017-06-10,56,2017-Q2,2017-06,2017-06-05,10,Repeat observed purchase
JSSGVBVS,A062,Silis,S013,Garret Kinder,Cara Losch,East,P002,GTX Basic,GTX,medical,United States,Lost,2017-03-01,2017-05-05,0,2017-Q2,2017-05,2017-05-01,65,
JSTHYUCD,,,S001,Anna Snelling,Dustin Brinkmann,Central,P007,MG Special,MG,,,Prospecting,,,,,,,,
JSZZN48S,,,S016,James Ascencio,Summer Sewald,West,P004,GTX Plus Pro,GTX,,,Engaging,2017-02-28,,,,,,,
JT1UUOXN,A044,Konmatfix,S027,Niesha Huffines,Melvin Marxen,Central,P005,GTX Pro,GTX,marketing,United States,Lost,2017-06-29,2017-07-08,0,2017-Q3,2017-07,2017-07-03,9,
JTDV6H65,A072,Treequote,S009,Darcel Schlecht,Melvin Marxen,Central,P006,MG Advanced,MG,telecommunications,United States,Lost,2017-03-01,2017-05-08,0,2017-Q2,2017-05,2017-05-08,68,
JTSUYWUD,A006,Blackzim,S019,Kary Hendrixson,Summer Sewald,West,P004,GTX Plus Pro,GTX,retail,United States,Lost,2017-03-07,2017-05-24,0,2017-Q2,2017-05,2017-05-22,78,
JTTLDM4E,A014,Dalttechnology,S011,Elease Gluck,Celia Rouche,West,P007,MG Special,MG,software,United States,Won,2017-05-08,2017-08-18,43,2017-Q3,2017-08,2017-08-14,102,Repeat observed purchase
JTXYATXL,A043,Konex,S035,Zane Levy,Summer Sewald,West,P002,GTX Basic,GTX,technology,United States,Won,2017-08-13,2017-11-15,510,2017-Q4,2017-11,2017-11-13,94,Repeat observed purchase
JU2PPGP6,A001,Acme Corporation,S028,Reed Clapper,Rocco Neubert,East,P002,GTX Basic,GTX,technology,United States,Lost,2017-09-16,2017-09-26,0,2017-Q3,2017-09,2017-09-25,10,
JUCNIG4H,,,S016,James Ascencio,Summer Sewald,West,P002,GTX Basic,GTX,,,Engaging,2016-12-05,,,,,,,
JUHQ1POT,A067,Streethex,S002,Boris Faz,Rocco Neubert,East,P003,GTX Plus Basic,GTX,retail,Belgium,Engaging,2017-07-01,,,,,,,
JUKJ3RAB,A037,Inity,S017,Jonathan Berthelot,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,marketing,United States,Lost,2017-09-23,2017-10-05,0,2017-Q4,2017-10,2017-10-02,12,
JUU6C7NO,A051,Ontomedia,S010,Donn Cantrell,Rocco Neubert,East,P003,GTX Plus Basic,GTX,employment,United States,Lost,2017-07-12,2017-09-27,0,2017-Q3,2017-09,2017-09-25,77,
JUUXF02Z,A034,Hatfan,S019,Kary Hendrixson,Summer Sewald,West,P005,GTX Pro,GTX,services,United States,Won,2016-12-16,2017-03-09,4694,2017-Q1,2017-03,2017-03-06,83,Repeat observed purchase
JV0KXH4X,A017,Donquadtech,S002,Boris Faz,Rocco Neubert,East,P004,GTX Plus Pro,GTX,technology,United States,Won,2017-10-09,2017-12-30,6406,2017-Q4,2017-12,2017-12-25,82,Repeat observed purchase
JV1NCDKP,A038,Isdom,S025,Moses Frase,Dustin Brinkmann,Central,P007,MG Special,MG,medical,United States,Won,2017-03-13,2017-05-11,57,2017-Q2,2017-05,2017-05-08,59,Repeat observed purchase
JV6PZSN6,A017,Donquadtech,S002,Boris Faz,Rocco Neubert,East,P004,GTX Plus Pro,GTX,technology,United States,Lost,2017-04-22,2017-04-29,0,2017-Q2,2017-04,2017-04-24,7,
JVF7HZMV,,,S035,Zane Levy,Summer Sewald,West,P003,GTX Plus Basic,GTX,,,Engaging,2017-11-28,,,,,,,
JVIIWJDL,A052,Opentech,S033,Violet Mclelland,Cara Losch,East,P007,MG Special,MG,finance,United States,Won,2017-06-01,2017-09-02,38,2017-Q3,2017-09,2017-08-28,93,Repeat observed purchase
JVKP9OCT,A019,Donware,S002,Boris Faz,Rocco Neubert,East,P003,GTX Plus Basic,GTX,marketing,United States,Won,2017-08-10,2017-08-22,1171,2017-Q3,2017-08,2017-08-21,12,Repeat observed purchase
JVXGG70X,,,S009,Darcel Schlecht,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,,,Prospecting,,,,,,,,
JW2FHT1G,A085,dambase,S001,Anna Snelling,Dustin Brinkmann,Central,P006,MG Advanced,MG,marketing,United States,Won,2017-03-31,2017-04-08,3626,2017-Q2,2017-04,2017-04-03,8,Repeat observed purchase
JW4K9O5H,A043,Konex,S018,Kami Bicknell,Summer Sewald,West,P003,GTX Plus Basic,GTX,technology,United States,Lost,2017-04-23,2017-04-25,0,2017-Q2,2017-04,2017-04-24,2,
JW4Q5F4Z,,,S005,Cassey Cress,Rocco Neubert,East,P007,MG Special,MG,,,Engaging,2017-04-01,,,,,,,
JW51LS6C,A046,Lexiqvolax,S023,Maureen Marcano,Summer Sewald,West,P006,MG Advanced,MG,medical,United States,Lost,2017-11-19,2017-12-04,0,2017-Q4,2017-12,2017-12-04,15,
JW5SYMNS,A083,Zotware,S005,Cassey Cress,Rocco Neubert,East,P003,GTX Plus Basic,GTX,software,United States,Won,2017-06-09,2017-08-22,1176,2017-Q3,2017-08,2017-08-21,74,Repeat observed purchase
JWRSTAU8,A058,Ron-tech,S025,Moses Frase,Dustin Brinkmann,Central,P002,GTX Basic,GTX,medical,United States,Won,2017-03-24,2017-06-12,503,2017-Q2,2017-06,2017-06-12,80,Repeat observed purchase
JWUWBI4D,A024,Funholding,S001,Anna Snelling,Dustin Brinkmann,Central,P004,GTX Plus Pro,GTX,finance,United States,Lost,2017-07-24,2017-09-03,0,2017-Q3,2017-09,2017-08-28,41,
JWWVG8KG,A037,Inity,S009,Darcel Schlecht,Melvin Marxen,Central,P005,GTX Pro,GTX,marketing,United States,Won,2017-10-23,2017-11-03,5729,2017-Q4,2017-11,2017-10-30,11,Repeat observed purchase
JX08Z5L5,A063,Singletechno,S016,James Ascencio,Summer Sewald,West,P003,GTX Plus Basic,GTX,retail,United States,Lost,2017-07-12,2017-07-25,0,2017-Q3,2017-07,2017-07-24,13,
JX7WZ9UP,A069,Sunnamplex,S015,Hayden Neloms,Celia Rouche,West,P006,MG Advanced,MG,marketing,Poland,Won,2017-02-03,2017-05-01,3376,2017-Q2,2017-05,2017-05-01,87,Repeat observed purchase
JXAYTFNI,A009,Cancity,S020,Lajuana Vencill,Dustin Brinkmann,Central,P002,GTX Basic,GTX,retail,United States,Lost,2017-03-05,2017-05-12,0,2017-Q2,2017-05,2017-05-08,68,
JXBUN5MY,A041,Kan-code,S008,Daniell Hammack,Rocco Neubert,East,P006,MG Advanced,MG,software,United States,Lost,2017-04-07,2017-04-15,0,2017-Q2,2017-04,2017-04-10,8,
JXLERZ9O,A030,Golddex,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,finance,United States,Won,2016-11-16,2017-03-31,559,2017-Q1,2017-03,2017-03-27,135,Repeat observed purchase
JXS3KFKM,A003,Betatech,S014,Gladys Colclough,Melvin Marxen,Central,P002,GTX Basic,GTX,medical,Kenya,Won,2017-04-03,2017-04-05,532,2017-Q2,2017-04,2017-04-03,2,Repeat observed purchase
JXUSPNPV,,,S021,Markita Hansen,Celia Rouche,West,P003,GTX Plus Basic,GTX,,,Engaging,2017-09-26,,,,,,,
JXUXBANJ,A078,Y-corporation,S029,Rosalina Dieter,Celia Rouche,West,P001,GTK 500,GTK,employment,United States,Won,2017-03-26,2017-04-05,25288,2017-Q2,2017-04,2017-04-03,10,Repeat observed purchase
JXWXEJXE,A058,Ron-tech,S020,Lajuana Vencill,Dustin Brinkmann,Central,P007,MG Special,MG,medical,United States,Won,2017-01-08,2017-03-27,47,2017-Q1,2017-03,2017-03-27,78,Repeat observed purchase
JY5LPMSJ,A055,Plussunin,S002,Boris Faz,Rocco Neubert,East,P003,GTX Plus Basic,GTX,retail,United States,Lost,2017-09-12,2017-09-19,0,2017-Q3,2017-09,2017-09-18,7,
JY8W2PKW,A027,Genco Pura Olive Oil Company,S014,Gladys Colclough,Melvin Marxen,Central,P006,MG Advanced,MG,retail,Italy,Lost,2017-09-12,2017-12-15,0,2017-Q4,2017-12,2017-12-11,94,
JYE2QFGE,A027,Genco Pura Olive Oil Company,S027,Niesha Huffines,Melvin Marxen,Central,P004,GTX Plus Pro,GTX,retail,Italy,Won,2017-03-20,2017-05-06,5616,2017-Q2,2017-05,2017-05-01,47,Repeat observed purchase
JYEQFGS5,A073,Umbrella Corporation,S028,Reed Clapper,Rocco Neubert,East,P005,GTX Pro,GTX,finance,United States,Lost,2017-07-08,2017-07-17,0,2017-Q3,2017-07,2017-07-17,9,
JYI35PPE,A050,Newex,S035,Zane Levy,Summer Sewald,West,P007,MG Special,MG,services,Germany,Lost,2017-03-10,2017-05-05,0,2017-Q2,2017-05,2017-05-01,56,
JYKM0B00,A076,Xx-holding,S016,James Ascencio,Summer Sewald,West,P005,GTX Pro,GTX,finance,United States,Won,2016-11-12,2017-03-06,4338,2017-Q1,2017-03,2017-03-06,114,First observed purchase
JYNYK957,A045,Labdrill,S016,James Ascencio,Summer Sewald,West,P006,MG Advanced,MG,medical,United States,Won,2017-09-21,2017-12-02,3063,2017-Q4,2017-12,2017-11-27,72,Repeat observed purchase
JZ2VUXZQ,A057,Rantouch,S015,Hayden Neloms,Celia Rouche,West,P003,GTX Plus Basic,GTX,telecommunications,United States,Lost,2017-08-07,2017-08-26,0,2017-Q3,2017-08,2017-08-21,19,
JZ4QLP1W,A005,Bioplex,S020,Lajuana Vencill,Dustin Brinkmann,Central,P007,MG Special,MG,medical,United States,Prospecting,,,,,,,,
JZD1QDWA,A009,Cancity,S020,Lajuana Vencill,Dustin Brinkmann,Central,P006,MG Advanced,MG,retail,United States,Lost,2017-09-16,2017-12-06,0,2017-Q4,2017-12,2017-12-04,81,
JZOKHHWN,A052,Opentech,S010,Donn Cantrell,Rocco Neubert,East,P003,GTX Plus Basic,GTX,finance,United States,Won,2016-12-16,2017-03-07,1037,2017-Q1,2017-03,2017-03-06,81,Repeat observed purchase
JZTX4MXK,A069,Sunnamplex,S035,Zane Levy,Summer Sewald,West,P005,GTX Pro,GTX,marketing,Poland,Won,2017-04-02,2017-04-03,4444,2017-Q2,2017-04,2017-04-03,1,Repeat observed purchase
JZU0JH07,A023,Finjob,S023,Maureen Marcano,Summer Sewald,West,P003,GTX Plus Basic,GTX,employment,United States,Lost,2017-07-17,2017-09-28,0,2017-Q3,2017-09,2017-09-25,73,
K00YH5XA,A036,Initech,S030,Rosie Papadopoulos,Cara Losch,East,P007,MG Special,MG,telecommunications,United States,Lost,2017-10-18,2017-10-28,0,2017-Q4,2017-10,2017-10-23,10,
K05LLUU4,A058,Ron-tech,S027,Niesha Huffines,Melvin Marxen,Central,P002,GTX Basic,GTX,medical,United States,Lost,2017-06-01,2017-09-25,0,2017-Q3,2017-09,2017-09-25,116,
K0G1IB3Q,A016,Doncon,S021,Markita Hansen,Celia Rouche,West,P007,MG Special,MG,technology,United States,Won,2017-06-19,2017-06-27,54,2017-Q2,2017-06,2017-06-26,8,Repeat observed purchase
K0GWTWYL,A022,Finhigh,S031,Versie Hillebrand,Dustin Brinkmann,Central,P007,MG Special,MG,finance,United States,Lost,2017-03-04,2017-03-20,0,2017-Q1,2017-03,2017-03-20,16,
K0HLZM4Q,A065,Stanredtax,S017,Jonathan Berthelot,Melvin Marxen,Central,P002,GTX Basic,GTX,finance,United States,Lost,2017-06-18,2017-08-21,0,2017-Q3,2017-08,2017-08-21,64,
K0IV66AV,A002,Betasoloin,S028,Reed Clapper,Rocco Neubert,East,P002,GTX Basic,GTX,medical,United States,Won,2017-08-26,2017-11-07,539,2017-Q4,2017-11,2017-11-06,73,Repeat observed purchase
K0T5LJ3E,A053,Plexzap,S011,Elease Gluck,Celia Rouche,West,P001,GTK 500,GTK,retail,United States,Won,2017-04-20,2017-06-28,24949,2017-Q2,2017-06,2017-06-26,69,Repeat observed purchase
K0YFUK4X,A060,Scotfind,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,software,United States,Won,2017-10-12,2017-11-02,549,2017-Q4,2017-11,2017-10-30,21,Repeat observed purchase
K0ZYCW3U,A018,Dontechi,S027,Niesha Huffines,Melvin Marxen,Central,P002,GTX Basic,GTX,software,United States,Won,2017-05-15,2017-06-27,603,2017-Q2,2017-06,2017-06-26,43,Repeat observed purchase
K127AFNP,A040,J-Texon,S029,Rosalina Dieter,Celia Rouche,West,P007,MG Special,MG,retail,United States,Lost,2017-04-19,2017-04-30,0,2017-Q2,2017-04,2017-04-24,11,
K1K48OTP,A013,Conecom,S019,Kary Hendrixson,Summer Sewald,West,P004,GTX Plus Pro,GTX,technology,United States,Engaging,2017-07-07,,,,,,,
K1OBT27J,A076,Xx-holding,S016,James Ascencio,Summer Sewald,West,P002,GTX Basic,GTX,finance,United States,Won,2017-06-28,2017-08-10,553,2017-Q3,2017-08,2017-08-07,43,Repeat observed purchase
K1RXVUG9,A049,Nam-zim,S019,Kary Hendrixson,Summer Sewald,West,P002,GTX Basic,GTX,services,Brazil,Won,2017-01-13,2017-03-14,619,2017-Q1,2017-03,2017-03-13,60,Repeat observed purchase
K1UREXI5,A027,Genco Pura Olive Oil Company,S001,Anna Snelling,Dustin Brinkmann,Central,P002,GTX Basic,GTX,retail,Italy,Won,2017-07-09,2017-09-16,460,2017-Q3,2017-09,2017-09-11,69,Repeat observed purchase
K214R7RK,A013,Conecom,S031,Versie Hillebrand,Dustin Brinkmann,Central,P006,MG Advanced,MG,technology,United States,Lost,2017-09-10,2017-11-24,0,2017-Q4,2017-11,2017-11-20,75,
K25Z2KKH,A067,Streethex,S009,Darcel Schlecht,Melvin Marxen,Central,P003,GTX Plus Basic,GTX,retail,Belgium,Lost,2017-09-29,2017-10-05,0,2017-Q4,2017-10,2017-10-02,6,
K2683261,A054,Plusstrip,S018,Kami Bicknell,Summer Sewald,West,P003,GTX Plus Basic,GTX,entertainment,United States,Won,2017-05-20,2017-09-13,1082,2017-Q3,2017-09,2017-09-11,116,Repeat observed purchase
K2KK9SW2,A037,Inity,S001,Anna Snelling,Dustin Brinkmann,Central,P002,GTX Basic,GTX,marketing,United States,Won,2017-03-16,2017-05-02,550,2017-Q2,2017-05,2017-05-01,47,Repeat observed purchase
K2NPVZL8,,,S018,Kami Bicknell,Summer Sewald,West,P002,GTX Basic,GTX,,,Engaging,2017-09-23,,,,,,,
K33NPCAY,A020,Fasehatice,S018,Kami Bicknell,Summer Sewald,West,P007,MG Special,MG,retail,United States,Won,2017-06-21,2017-08-11,56,2017-Q3,2017-08,2017-08-07,51,Repeat observed purchase
K38J8D75,,,S027,Niesha Huffines,Melvin Marxen,Central,P002,GTX Basic,GTX,,,Prospecting,,,,,,,,
K3DQJ796,A005,Bioplex,S013,Garret Kinder,Cara Losch,East,P002,GTX Basic,GTX,medical,United States,Lost,2017-02-19,2017-05-14,0,2017-Q2,2017-05,2017-05-08,84,
K3KT8S1F,A064,Sonron,S021,Markita Hansen,Celia Rouche,West,P007,MG Special,MG,telecommunications,United States,Won,2017-08-28,2017-11-07,49,2017-Q4,2017-11,2017-11-06,71,Repeat observed purchase
